image_id,label,fold
sample000697.png,12,1
sample000698.png,10,3
sample000703.png,4,3
sample000704.png,0,4
sample000705.png,12,0
sample000706.png,0,0
sample000707.png,3,0
sample000709.png,0,0
sample000710.png,0,3
sample000711.png,0,2
sample000713.png,11,1
sample000717.png,6,3
sample000718.png,9,0
sample000719.png,8,3
sample000720.png,2,3
sample000722.png,12,2
sample000723.png,0,2
sample000724.png,9,4
sample000725.png,1,4
sample000726.png,0,4
sample000729.png,7,0
sample000730.png,2,3
sample000731.png,9,2
sample000733.png,9,0
sample000734.png,6,4
sample000735.png,3,0
sample000738.png,6,3
sample000739.png,1,3
sample000740.png,3,4
sample000742.png,9,3
sample000744.png,1,2
sample000746.png,0,1
sample000750.png,9,4
sample000751.png,0,4
sample000752.png,5,3
sample000754.png,8,0
sample000756.png,8,0
sample000758.png,1,0
sample000759.png,3,0
sample000760.png,10,4
sample000761.png,10,2
sample000763.png,12,1
sample000766.png,0,1
sample000767.png,11,2
sample000768.png,8,0
sample000771.png,0,1
sample000772.png,3,4
sample000773.png,0,2
sample000774.png,1,4
sample000775.png,9,4
sample000776.png,1,2
sample000778.png,2,3
sample000779.png,6,1
sample000780.png,3,0
sample000781.png,9,4
sample000782.png,10,3
sample000783.png,4,2
sample000784.png,9,3
sample000785.png,4,3
sample000786.png,9,0
sample000787.png,9,3
sample000788.png,9,0
sample000789.png,0,3
sample000790.png,12,1
sample000791.png,0,3
sample000792.png,9,2
sample000795.png,7,2
sample000796.png,9,0
sample000797.png,3,3
sample000798.png,9,4
sample000800.png,12,0
sample000801.png,2,3
sample000803.png,9,1
sample000804.png,0,3
sample000807.png,8,1
sample000808.png,0,4
sample000812.png,9,0
sample000814.png,0,2
sample000815.png,10,1
sample000816.png,9,2
sample000817.png,0,4
sample000819.png,4,1
sample000820.png,8,0
sample000822.png,9,0
sample000823.png,4,4
sample000824.png,9,2
sample000826.png,0,1
sample000827.png,1,0
sample000828.png,9,1
sample000831.png,0,4
sample000833.png,9,4
sample000834.png,3,4
sample000836.png,1,4
sample000837.png,1,4
sample000838.png,5,1
sample000839.png,4,0
sample000840.png,8,1
sample000841.png,12,4
sample000842.png,1,3
sample000843.png,0,2
sample000844.png,12,2
sample000845.png,12,1
sample000846.png,9,2
sample000848.png,1,0
sample000849.png,9,1
sample000850.png,0,3
sample000851.png,4,1
sample000853.png,10,1
sample000854.png,4,2
sample000855.png,1,1
sample000856.png,7,4
sample000860.png,9,1
sample000862.png,0,4
sample000865.png,12,2
sample000866.png,12,4
sample000868.png,3,3
sample000869.png,7,4
sample000870.png,9,2
sample000873.png,1,4
sample000876.png,6,1
sample000877.png,0,3
sample000878.png,6,2
sample000879.png,4,3
sample000880.png,0,1
sample000883.png,0,0
sample000885.png,10,3
sample000886.png,0,1
sample000887.png,1,1
sample000888.png,1,3
sample000889.png,9,0
sample000891.png,3,3
sample000894.png,1,3
sample000895.png,1,0
sample000896.png,0,4
sample000897.png,0,1
sample000900.png,1,1
sample000901.png,1,4
sample000902.png,0,2
sample000903.png,9,1
sample000904.png,0,4
sample000905.png,0,4
sample000906.png,1,0
sample000908.png,12,4
sample000909.png,1,1
sample000910.png,9,0
sample000911.png,10,3
sample000912.png,5,1
sample000916.png,0,1
sample000917.png,9,1
sample000918.png,1,4
sample000919.png,7,1
sample000920.png,12,1
sample000923.png,7,0
sample000924.png,12,0
sample000925.png,9,3
sample000926.png,1,1
sample000927.png,6,3
sample000928.png,0,1
sample000930.png,12,4
sample000931.png,3,1
sample000932.png,8,4
sample000933.png,9,2
sample000934.png,6,3
sample000935.png,0,4
sample000936.png,0,2
sample000937.png,1,0
sample000938.png,1,3
sample000939.png,0,3
sample000940.png,0,4
sample000942.png,8,2
sample000943.png,0,4
sample000944.png,8,4
sample000945.png,1,2
sample000946.png,12,2
sample000947.png,2,3
sample000948.png,8,0
sample000949.png,9,2
sample000950.png,1,4
sample000953.png,9,3
sample000954.png,0,3
sample000955.png,1,1
sample000956.png,7,4
sample000959.png,8,0
sample000962.png,1,1
sample000963.png,6,2
sample000964.png,9,4
sample000965.png,0,1
sample000966.png,2,0
sample000967.png,0,2
sample000969.png,1,0
sample000971.png,1,2
sample000973.png,2,2
sample000975.png,9,3
sample000981.png,8,0
sample000982.png,9,2
sample000986.png,2,2
sample000988.png,0,1
sample000990.png,4,4
sample000991.png,0,3
sample000994.png,0,3
sample000995.png,9,3
sample000996.png,0,0
sample000997.png,8,0
sample000998.png,9,4
sample001001.png,3,1
sample001004.png,7,4
sample001006.png,8,2
sample001007.png,3,2
sample001008.png,0,1
sample001009.png,9,3
sample001010.png,9,1
sample001011.png,12,2
sample001012.png,6,0
sample001013.png,0,1
sample001014.png,10,2
sample001017.png,4,0
sample001018.png,9,3
sample001021.png,4,1
sample001022.png,11,3
sample001023.png,4,2
sample001024.png,0,3
sample001027.png,12,2
sample001028.png,4,3
sample001032.png,12,3
sample001033.png,1,3
sample001034.png,4,0
sample001035.png,0,3
sample001036.png,12,3
sample001038.png,8,3
sample001040.png,6,4
sample001042.png,12,4
sample001043.png,6,3
sample001044.png,9,3
sample001045.png,3,1
sample001046.png,0,2
sample001047.png,1,4
sample001048.png,9,2
sample001049.png,9,0
sample001051.png,0,3
sample001052.png,12,4
sample001053.png,0,2
sample001055.png,6,4
sample001056.png,8,0
sample001057.png,0,4
sample001058.png,4,3
sample001059.png,1,4
sample001060.png,8,0
sample001061.png,9,2
sample001064.png,6,2
sample001067.png,12,1
sample001070.png,6,2
sample001071.png,12,4
sample001072.png,9,3
sample001073.png,10,0
sample001075.png,6,2
sample001078.png,4,3
sample001081.png,7,1
sample001082.png,0,4
sample001083.png,0,3
sample001086.png,10,0
sample001088.png,1,1
sample001089.png,12,2
sample001090.png,9,1
sample001091.png,1,3
sample001092.png,0,1
sample001093.png,3,1
sample001094.png,7,2
sample001095.png,0,1
sample001100.png,12,1
sample001102.png,7,3
sample001103.png,11,1
sample001104.png,0,2
sample001105.png,8,4
sample001107.png,10,4
sample001108.png,3,0
sample001109.png,0,3
sample001110.png,9,2
sample001114.png,8,4
sample001120.png,7,2
sample001121.png,11,2
sample001122.png,7,2
sample001123.png,1,1
sample001124.png,9,3
sample001125.png,3,4
sample001126.png,1,4
sample001127.png,1,0
sample001129.png,0,1
sample001132.png,9,2
sample001133.png,9,4
sample001135.png,4,3
sample001137.png,2,4
sample001139.png,3,1
sample001140.png,0,4
sample001142.png,1,2
sample001144.png,12,3
sample001145.png,4,3
sample001147.png,11,2
sample001149.png,10,3
sample001150.png,0,3
sample001154.png,0,3
sample001155.png,1,3
sample001156.png,3,3
sample001157.png,12,2
sample001158.png,1,3
sample001160.png,10,4
sample001162.png,9,3
sample001164.png,3,2
sample001165.png,0,1
sample001167.png,0,1
sample001169.png,2,3
sample001171.png,3,4
sample001174.png,0,4
sample001177.png,10,4
sample001178.png,8,4
sample001179.png,0,4
sample001180.png,0,4
sample001181.png,1,3
sample001183.png,9,2
sample001184.png,0,4
sample001185.png,0,0
sample001186.png,9,4
sample001188.png,12,4
sample001189.png,12,3
sample001190.png,1,1
sample001192.png,8,0
sample001193.png,9,1
sample001194.png,2,3
sample001195.png,3,4
sample001196.png,0,3
sample001199.png,9,3
sample001200.png,12,1
sample001201.png,9,1
sample001202.png,10,2
sample001203.png,1,4
sample001204.png,0,4
sample001205.png,9,1
sample001206.png,0,4
sample001207.png,12,2
sample001209.png,0,4
sample001210.png,9,1
sample001214.png,0,0
sample001215.png,9,0
sample001216.png,7,1
sample001220.png,12,4
sample001221.png,5,2
sample001223.png,9,0
sample001226.png,9,1
sample001228.png,8,2
sample001230.png,3,4
sample001231.png,8,0
sample001233.png,0,0
sample001235.png,1,2
sample001236.png,9,0
sample001238.png,8,2
sample001240.png,0,2
sample001243.png,8,0
sample001244.png,9,3
sample001245.png,1,2
sample001246.png,4,1
sample001249.png,9,4
sample001252.png,2,0
sample001253.png,7,3
sample001254.png,9,2
sample001255.png,12,3
sample001256.png,9,1
sample001257.png,11,1
sample001258.png,9,2
sample001259.png,0,1
sample001261.png,11,3
sample001262.png,0,1
sample001263.png,12,3
sample001264.png,12,3
sample001270.png,0,1
sample001271.png,0,3
sample001273.png,12,4
sample001274.png,8,2
sample001275.png,9,0
sample001276.png,9,3
sample001277.png,6,2
sample001278.png,8,3
sample001279.png,11,4
sample001280.png,8,0
sample001281.png,12,4
sample001283.png,0,0
sample001284.png,9,3
sample001285.png,11,1
sample001286.png,1,1
sample001288.png,10,3
sample001289.png,0,2
sample001290.png,9,2
sample001292.png,8,2
sample001293.png,9,2
sample001296.png,0,2
sample001297.png,12,3
sample001299.png,9,2
sample001301.png,3,1
sample001304.png,9,4
sample001306.png,4,1
sample001308.png,0,1
sample001310.png,12,3
sample001311.png,10,4
sample001312.png,11,4
sample001313.png,0,3
sample001315.png,7,3
sample001316.png,9,1
sample001318.png,9,3
sample001320.png,9,0
sample001321.png,8,4
sample001324.png,6,4
sample001325.png,12,4
sample001326.png,4,3
sample001327.png,9,0
sample001328.png,9,3
sample001330.png,8,2
sample001331.png,4,2
sample001332.png,6,0
sample001335.png,8,1
sample001336.png,0,4
sample001337.png,3,3
sample001339.png,1,1
sample001341.png,3,1
sample001342.png,10,4
sample001343.png,0,3
sample001344.png,5,2
sample001347.png,6,2
sample001348.png,0,4
sample001349.png,9,2
sample001350.png,0,3
sample001351.png,10,3
sample001352.png,3,2
sample001354.png,9,0
sample001355.png,0,0
sample001356.png,8,3
sample001357.png,9,4
sample001358.png,8,0
sample001360.png,9,4
sample001363.png,7,3
sample001364.png,0,1
sample001365.png,12,4
sample001367.png,10,0
sample001369.png,12,1
sample001370.png,0,4
sample001371.png,0,4
sample001374.png,1,4
sample001375.png,12,0
sample001376.png,8,3
sample001377.png,0,1
sample001378.png,9,0
sample001379.png,11,3
sample001381.png,9,3
sample001382.png,2,2
sample001383.png,8,4
sample001385.png,12,4
sample001386.png,0,1
sample001388.png,0,0
sample001390.png,9,2
sample001391.png,8,2
sample001393.png,7,3
sample001395.png,10,2
sample001396.png,4,2
sample001397.png,10,2
sample001398.png,7,3
sample001402.png,12,3
sample001403.png,4,3
sample001404.png,8,2
sample001405.png,3,3
sample001407.png,3,2
sample001408.png,9,0
sample001409.png,4,1
sample001412.png,0,3
sample001414.png,1,1
sample001415.png,0,0
sample001416.png,12,3
sample001417.png,9,4
sample001418.png,3,4
sample001419.png,6,1
sample001421.png,3,4
sample001423.png,1,3
sample001424.png,12,3
sample001425.png,9,1
sample001430.png,9,2
sample001431.png,9,4
sample001434.png,2,2
sample001439.png,5,3
sample001441.png,3,1
sample001445.png,0,1
sample001447.png,0,2
sample001448.png,9,4
sample001452.png,1,2
sample001453.png,1,4
sample001455.png,7,4
sample001458.png,9,0
sample001463.png,9,1
sample001464.png,0,3
sample001465.png,12,2
sample001466.png,9,1
sample001467.png,12,2
sample001468.png,0,2
sample001471.png,9,0
sample001473.png,9,2
sample001475.png,0,1
sample001476.png,12,4
sample001478.png,12,3
sample001480.png,0,0
sample001481.png,3,0
sample001482.png,7,0
sample001483.png,6,1
sample001484.png,12,4
sample001487.png,6,0
sample001488.png,2,2
sample001489.png,9,3
sample001490.png,9,3
sample001491.png,9,2
sample001492.png,9,3
sample001493.png,1,3
sample001495.png,0,4
sample001496.png,3,4
sample001497.png,9,3
sample001498.png,0,3
sample001500.png,0,0
sample001501.png,8,4
sample001502.png,9,1
sample001503.png,4,3
sample001504.png,1,0
sample001505.png,3,2
sample001506.png,9,4
sample001509.png,9,4
sample001512.png,12,4
sample001514.png,9,1
sample001515.png,12,3
sample001516.png,0,4
sample001518.png,3,3
sample001521.png,8,0
sample001523.png,1,3
sample001526.png,1,4
sample001527.png,8,4
sample001529.png,9,3
sample001532.png,12,2
sample001534.png,1,0
sample001535.png,0,4
sample001536.png,5,4
sample001538.png,9,2
sample001539.png,1,2
sample001540.png,9,1
sample001541.png,12,2
sample001543.png,10,3
sample001548.png,0,0
sample001549.png,0,1
sample001550.png,8,0
sample001551.png,1,3
sample001554.png,10,3
sample001555.png,10,3
sample001556.png,9,4
sample001558.png,12,3
sample001559.png,12,2
sample001560.png,9,1
sample001563.png,3,0
sample001564.png,11,0
sample001565.png,9,2
sample001566.png,8,1
sample001567.png,1,1
sample001568.png,11,2
sample001572.png,3,3
sample001573.png,10,3
sample001576.png,10,1
sample001579.png,8,0
sample001580.png,10,4
sample001581.png,9,0
sample001582.png,0,2
sample001584.png,10,0
sample001585.png,1,0
sample001586.png,12,3
sample001588.png,0,3
sample001589.png,0,0
sample001590.png,4,3
sample001591.png,1,0
sample001592.png,9,1
sample001593.png,9,0
sample001596.png,9,1
sample001597.png,2,1
sample001598.png,9,1
sample001601.png,9,4
sample001602.png,3,2
sample001604.png,0,4
sample001605.png,9,2
sample001606.png,9,0
sample001611.png,5,4
sample001615.png,0,3
sample001617.png,1,2
sample001621.png,1,2
sample001627.png,11,0
sample001629.png,3,2
sample001630.png,0,1
sample001631.png,11,0
sample001632.png,1,1
sample001634.png,9,0
sample001637.png,0,4
sample001639.png,10,0
sample001640.png,0,2
sample001643.png,1,4
sample001644.png,5,2
sample001646.png,1,0
sample001647.png,9,3
sample001651.png,1,1
sample001653.png,12,0
sample001654.png,0,1
sample001655.png,4,1
sample001657.png,9,0
sample001658.png,6,0
sample001660.png,6,0
sample001661.png,1,1
sample001662.png,8,4
sample001667.png,0,1
sample001668.png,3,0
sample001669.png,3,3
sample001670.png,0,3
sample001671.png,7,3
sample001672.png,1,0
sample001673.png,9,2
sample001676.png,2,3
sample001677.png,0,3
sample001678.png,9,1
sample001679.png,12,1
sample001680.png,7,1
sample001682.png,9,1
sample001683.png,9,3
sample001684.png,9,1
sample001685.png,0,2
sample001686.png,6,2
sample001687.png,9,1
sample001689.png,12,4
sample001692.png,7,1
sample001693.png,1,3
sample001696.png,5,2
sample001698.png,0,2
sample001699.png,4,0
sample001700.png,1,4
sample001702.png,0,4
sample001703.png,9,1
sample001705.png,9,0
sample001706.png,9,2
sample001707.png,10,0
sample001710.png,10,3
sample001711.png,9,0
sample001712.png,0,1
sample001713.png,4,0
sample001717.png,7,0
sample001719.png,12,3
sample001721.png,0,4
sample001722.png,9,3
sample001723.png,8,0
sample001724.png,12,4
sample001725.png,9,1
sample001726.png,9,3
sample001727.png,1,1
sample001729.png,9,4
sample001730.png,7,3
sample001731.png,9,4
sample001732.png,7,2
sample001733.png,9,3
sample001734.png,10,4
sample001735.png,1,2
sample001736.png,7,1
sample001743.png,1,1
sample001744.png,4,3
sample001745.png,10,4
sample001746.png,8,3
sample001747.png,4,1
sample001748.png,10,2
sample001750.png,7,0
sample001751.png,8,4
sample001752.png,11,0
sample001754.png,1,0
sample001757.png,8,3
sample001759.png,9,0
sample001760.png,3,2
sample001761.png,0,1
sample001762.png,9,1
sample001763.png,9,0
sample001764.png,7,2
sample001766.png,9,1
sample001768.png,10,4
sample001770.png,1,2
sample001771.png,3,0
sample001772.png,3,1
sample001773.png,6,1
sample001774.png,9,1
sample001776.png,4,3
sample001778.png,4,0
sample001779.png,0,1
sample001780.png,0,0
sample001782.png,8,3
sample001783.png,9,2
sample001784.png,8,1
sample001786.png,12,0
sample001789.png,11,3
sample001791.png,6,2
sample001792.png,0,3
sample001793.png,10,2
sample001794.png,3,4
sample001795.png,10,4
sample001796.png,12,0
sample001798.png,9,1
sample001799.png,1,3
sample001800.png,0,0
sample001801.png,4,1
sample001804.png,8,4
sample001805.png,0,2
sample001806.png,9,4
sample001807.png,6,2
sample001809.png,2,3
sample001812.png,4,1
sample001815.png,10,3
sample001816.png,6,3
sample001817.png,8,4
sample001821.png,12,1
sample001822.png,1,4
sample001823.png,1,1
sample001825.png,2,0
sample001827.png,0,2
sample001828.png,0,3
sample001829.png,7,2
sample001831.png,9,2
sample001832.png,9,4
sample001833.png,9,3
sample001834.png,0,0
sample001836.png,9,3
sample001837.png,4,2
sample001838.png,4,0
sample001842.png,4,2
sample001845.png,12,0
sample001846.png,9,3
sample001847.png,9,1
sample001850.png,1,3
sample001852.png,4,3
sample001853.png,0,4
sample001856.png,9,4
sample001857.png,3,2
sample001858.png,6,0
sample001859.png,8,2
sample001860.png,8,0
sample001862.png,9,1
sample001863.png,12,1
sample001865.png,9,0
sample001866.png,9,3
sample001867.png,1,0
sample001868.png,7,2
sample001869.png,4,1
sample001871.png,9,2
sample001872.png,7,3
sample001873.png,1,3
sample001874.png,7,3
sample001875.png,7,1
sample001876.png,10,1
sample001878.png,11,4
sample001881.png,8,2
sample001882.png,9,1
sample001883.png,8,2
sample001885.png,8,2
sample001890.png,12,0
sample001892.png,12,2
sample001893.png,0,4
sample001894.png,9,2
sample001895.png,0,1
sample001896.png,9,3
sample001897.png,9,3
sample001898.png,0,1
sample001899.png,9,4
sample001900.png,4,1
sample001901.png,6,3
sample001903.png,4,1
sample001905.png,0,3
sample001906.png,9,4
sample001907.png,9,3
sample001909.png,9,2
sample001910.png,9,4
sample001911.png,9,2
sample001914.png,0,2
sample001915.png,0,2
sample001916.png,3,3
sample001918.png,10,1
sample001919.png,12,1
sample001920.png,0,2
sample001921.png,8,0
sample001923.png,1,1
sample001924.png,12,3
sample001926.png,11,1
sample001930.png,8,0
sample001931.png,4,0
sample001934.png,9,4
sample001936.png,4,1
sample001937.png,2,3
sample001938.png,7,2
sample001943.png,4,1
sample001945.png,9,0
sample001946.png,9,4
sample001947.png,2,1
sample001948.png,6,4
sample001951.png,0,4
sample001953.png,8,3
sample001955.png,0,3
sample001956.png,8,0
sample001958.png,7,2
sample001959.png,4,4
sample001960.png,1,2
sample001961.png,12,4
sample001962.png,9,4
sample001964.png,0,3
sample001966.png,10,0
sample001968.png,1,1
sample001969.png,0,0
sample001972.png,9,2
sample001973.png,8,0
sample001974.png,1,1
sample001980.png,0,3
sample001981.png,8,2
sample001984.png,4,4
sample001985.png,9,3
sample001986.png,0,4
sample001988.png,0,1
sample001989.png,7,2
sample001994.png,2,1
sample001996.png,9,4
sample001998.png,9,2
sample002000.png,4,2
sample002002.png,12,1
sample002004.png,9,2
sample002008.png,1,0
sample002009.png,0,4
